gene_symbol	gene_entrez_id	reference_name	cds_start_min	cds_end_max
NKX6-1	4825	4	84493288	84498227
NKX6-2	84504	10	132784915	132785947
NKX6-3	157848	8	41646448	41647354
NLE1	54475	17	35132436	35142274
NLGN1	22871	3	173604598	174281302
NLGN2	57555	17	7408255	7417798
NLGN3	54413	X	71147749	71170096
NLGN4X	57502	X	5892816	6151465
NLGN4Y	22829	Y	14622119	14841261
NLK	51701	17	28042873	28194635
NLN	57486	5	65722373	65822914
NLRC3	197358	16	3541824	3565035
NLRC4	58484	2	32224472	32256774
NLRC5	84166	16	57020712	57082527
NLRP1	22861	17	5501813	5583956
NLRP10	338322	11	7959643	7963494
NLRP11	204801	19	55785624	55818173
NLRP12	91662	19	53794048	53824173
NLRP13	126204	19	55892095	55932310
NLRP14	338323	11	7038586	7071307
NLRP2	55655	19	54970015	55000897
NLRP2B	286430	X	57680122	57680259
NLRP3	114548	1	247418794	247448503
NLRP4	147945	19	55852080	55881586
NLRP5	126206	19	55999725	56061527
NLRP6	171389	11	278569	285303
NLRP7	199713	19	54923739	54941710
NLRP8	126205	19	55947902	55987912
NLRP9	338321	19	55708911	55738373
NLRX1	79671	11	119171403	119183438
NMB	4828	15	84655269	84658151
NMBR	4829	6	142075647	142088657
NMD3	51068	3	161222013	161252865
NME1	4830	17	51154373	51161844
NME1-NME2	654364	17	51155654	51171603
NME2	4831	17	51166830	51171603
NME3	4832	16	1770648	1771533
NME4	4833	16	397222	400341
NME5	8382	5	138115680	138138779
NME6	10201	3	48294636	48301311
NME7	29922	1	169132784	169367709
NME8	51314	7	37850266	37897091
NME9	347736	3	138262539	138329334
NMI	9111	2	151270692	151282947
NMNAT1	64802	1	9972073	9982700
NMNAT2	23057	1	183252640	183418266
NMNAT3	349565	3	139561009	139627723
NMRAL1	57407	16	4461779	4474131
NMRK1	54981	9	75061547	75083114
NMRK2	27231	19	3933671	3942272
NMS	129521	2	100470488	100483263
NMT1	4836	17	45061329	45105638
NMT2	9397	10	15109194	15168611
NMU	10874	4	55599145	55636191
NMUR1	10316	2	231525042	231530360
NMUR2	56923	5	152392190	152405112
NNAT	4826	20	37521331	37522758
NNMT	4837	11	114296556	114312476
NNT	23530	5	43609195	43704403
NOA1	84273	4	56963449	56977584
NOB1	28987	16	69742331	69754909
NOBOX	135935	7	144397239	144410226
NOC2L	26155	1	944693	959239
NOC3L	64318	10	94334176	94362837
NOC4L	79050	12	132144488	132152400
NOCT	25819	4	139015981	139045473
NOD1	10392	7	30425637	30456920
NOD2	64127	16	50697243	50731818
NODAL	4838	10	70432935	70441666
NOG	9241	17	56594223	56594921
NOL10	79954	2	10572070	10689860
NOL11	25926	17	67717947	67743858
NOL12	79159	22	37686392	37691335
NOL3	8996	16	67173868	67175096
NOL4	8715	18	33852841	34223252
NOL4L	140688	20	32447595	32584889
NOL6	65083	9	33462663	33473841
NOL7	51406	6	13615358	13620826
NOL8	55035	9	92297835	92324160
NOL9	79707	1	6525853	6554501
NOLC1	9221	10	102152410	102162268
NOM1	64434	7	156949737	156969702
NOMO1	23420	16	14833851	14895644
NOMO2	283820	16	18499969	18562039
NOMO3	408050	16	16232666	16294298
NONO	4841	X	71290637	71300075
NOP10	55505	15	34341967	34343072
NOP14	8602	4	2938212	2963318
NOP16	51491	5	176383980	176388538
NOP2	4839	12	6556992	6567917
NOP53	29997	19	47745559	47757004
NOP56	10528	20	2652660	2658293
NOP58	51602	2	202265941	202303435
NOP9	161424	14	24299954	24305094
NOS1	4842	12	117215308	117331068
NOS1AP	9722	1	162070177	162367466
NOS2	4843	17	27757245	27798808
NOS3	4846	7	150993803	151014168
NOSIP	51070	19	49555750	49560690
NOSTRIN	115677	2	168802646	168864969
NOTCH1	4851	9	136496070	136545785
NOTCH2	4853	1	119915305	120069405
NOTCH2NLA	388677	1	146156152	146189336
NOTCH2NLB	100996763	1	148607082	148679463
NOTCH2NLC	100996717	1	149430977	149464152
NOTCH3	4854	19	15160661	15200904
NOTCH4	4855	6	32195436	32223927
NOTO	344022	2	73202666	73210928
NOTUM	147111	17	81952960	81960908
NOV	4856	8	119416532	119423131
NOVA1	4857	14	26447958	26597435
NOVA2	4858	19	45939862	45973350
NOX1	27035	X	100843951	100874138
NOX3	50508	6	155396835	155455799
NOX4	50507	11	89326755	89491245
NOX5	79400	15	68930688	69056695
NOXA1	10811	9	137423529	137434359
NOXO1	124056	16	1979051	1981178
NOXRED1	122945	14	77394630	77422888
NPAP1	23742	15	24675867	24679337
NPAS1	4861	19	47021047	47045650
NPAS2	4862	2	100904754	100995581
NPAS3	64067	14	32939316	33801108
NPAS4	266743	11	66421179	66425988
NPAT	4863	11	108158941	108222535
NPB	256933	17	81902277	81902747
NPBWR1	2831	8	52939907	52940893
NPBWR2	2832	20	64105829	64106830
NPC1	4864	18	23532201	23586342
NPC1L1	29881	7	44513446	44541258
NPC2	10577	14	74480273	74493273
NPDC1	56654	9	137039771	137045988
NPEPL1	79716	20	58691764	58715325
NPEPPS	9520	17	47522986	47621919
NPFF	8620	12	53506775	53507473
NPFFR1	64106	10	70254956	70283675
NPFFR2	10886	4	72031901	72147811
NPHP1	4867	2	110123790	110204967
NPHP3	27031	3	132681909	132722354
NPHP4	261734	1	5863264	5986288
NPHS1	4868	19	35826513	35851836
NPHS2	7827	1	179551172	179575863
NPIPA1	9284	16	14937442	14952024
NPIPA2	642799	16	14750812	14765412
NPIPA3	642778	16	14711688	14726292
NPIPA5	100288332	16	15363658	15378293
NPIPA7	101059938	16	16379244	16393922
NPIPA8	101059953	16	18317967	18332661
NPIPB13	613037	16	30223028	30245572
NPIPB15	440348	16	74377973	74392079
NPIPB5	100132247	16	22513801	22536384
NPIPB6	728741	16	28342606	28362821
NPIPB8	728734	16	28638360	28658629
NPIPB9	100507607	16	28752567	28772754
NPL	80896	1	182794371	182829678
NPLOC4	55666	17	81559258	81636929
NPM1	4869	5	171387948	171410564
NPM2	10361	8	22025248	22036681
NPM3	10360	10	101781735	101783389
NPNT	255743	4	105895652	105968989
NPPA	4878	1	11846008	11847683
NPPB	4879	1	11857654	11858832
NPPC	4880	2	231925424	231926248
NPR1	4881	1	153679108	153693413
NPR2	4882	9	35792408	35809444
NPR3	4883	5	32710662	32786344
NPRL2	10641	3	50347605	50350651
NPRL3	8131	16	86704	138266
NPS	594857	10	127549368	127552638
NPSR1	387129	7	34658412	34878183
NPTN	27020	15	73561909	73633214
NPTX1	4884	17	80470812	80476445
NPTX2	4885	7	98617461	98628628
NPTXR	23467	22	38822608	38843857
NPVF	64111	7	25225121	25228438
NPW	283869	16	2019901	2020618
NPY	4852	7	24285240	24291686
NPY1R	4886	4	163325302	163326553
NPY2R	4887	4	155213939	155215084
NPY4R	5540	10	46461507	46462634
NPY4R2	100996758	10	47921987	47923114
NPY5R	4889	4	163350273	163351610
NQO1	1728	16	69710975	69726438
NQO2	4835	6	3006552	3019654
NR0B1	190	X	30304578	30309362
NR0B2	8431	1	26911844	26913939
NR1D1	9572	17	40093082	40100093
NR1D2	9975	3	23945578	23977418
NR1H2	7376	19	50377605	50382601
NR1H3	10062	11	47248803	47268695
NR1H4	9971	12	100493323	100563488
NR1I2	8856	3	119782757	119817211
NR1I3	9970	1	161229681	161238059
NR2C1	7181	12	95022228	95067383
NR2C2	7182	3	15003914	15043007
NR2C2AP	126382	19	19201473	19203059
NR2E1	7101	6	108166765	108187462
NR2E3	10002	15	71810743	71817683
NR2F1	7025	5	93585023	93593841
NR2F2	7026	15	96326309	96337621
NR2F6	2063	19	17232351	17245219
NR3C1	2908	5	143279363	143400838
NR3C2	4306	4	148081343	148436859
NR4A1	3164	12	52038709	52058943
NR4A2	4929	2	156325743	156330185
NR4A3	8013	9	99826770	99863866
NR5A1	2516	9	124482757	124503394
NR5A2	2494	1	200027847	200174209
NR6A1	2649	9	124522704	124771118
NRAP	4892	10	113588974	113663881
NRARP	441478	9	137301583	137301927
NRAS	4893	1	114708534	114716159
NRBF2	29982	10	63133415	63154217
NRBP1	29959	2	27433273	27441811
NRBP2	340371	8	143835661	143840833
NRCAM	4897	7	108149909	108240063
NRDC	4898	1	51789235	51878614
NRDE2	55051	14	90278335	90331903
NREP	9315	5	111730920	111976738
NRF1	4899	7	129657351	129755180
NRG1	3084	8	31639394	32764401
NRG2	9542	5	139847916	140043068
NRG3	10718	10	81875340	82985604
NRG4	145957	15	75943637	76011229
NRGN	4900	11	124740084	124745723
NRIP1	8204	21	14964715	14968191
NRIP2	83714	12	2827206	2834982
NRIP3	56675	11	8983544	9003934
NRK	203447	X	105822845	105955599
NRL	4901	14	24081235	24082847
NRM	11270	6	30688660	30690973
NRN1	51299	6	5998975	6006748
NRN1L	123904	16	67884903	67886258
NRP1	8829	10	33180075	33334381
NRP2	8828	2	205683290	205795057
NRROS	375387	3	196654539	196661721
NRSN1	140767	6	24134327	24145945
NRSN2	80023	20	349643	353634
NRTN	4902	19	5824165	5828172
NRXN1	9378	2	49921943	51028272
NRXN2	9379	11	64607195	64713698
NRXN3	9369	14	78243093	79861963
NSA2	10412	5	74767360	74776670
NSD1	64324	5	177135103	177295458
NSD2	7468	4	1900654	1978908
NSD3	54904	8	38275640	38348170
NSDHL	50814	X	152846324	152869115
NSF	4905	17	46590775	46755822
NSFL1C	55968	20	1443748	1466823
NSG1	27065	4	4387629	4417434
NSG2	51617	5	174046755	174107504
NSL1	25936	1	212738407	212791762
NSMAF	8439	8	58584105	58659630
NSMCE1	197370	16	27225156	27257569
NSMCE2	286053	8	125102330	125366884
NSMCE3	56160	15	29268790	29269704
NSMCE4A	54780	10	121959335	121975164
NSMF	26012	9	137449393	137459101
NSRP1	84081	17	30116843	30185673
NSUN2	54888	5	6599925	6632978
NSUN3	63899	3	94063126	94126489
NSUN4	387338	1	46340826	46361845
NSUN5	55695	7	73303397	73308789
NSUN6	221078	10	18545932	18651202
NSUN7	79730	4	40750693	40808938
NT5C	30833	17	75130487	75131706
NT5C1A	84618	1	39659120	39672037
NT5C1B	93034	2	18563795	18589467
NT5C1B-RDH14	100526794	2	18555783	18589467
NT5C2	22978	10	103089671	103174957
NT5C3A	51251	7	33014729	33062704
NT5C3B	115024	17	41825522	41836192
NT5DC1	221294	6	116100930	116244023
NT5DC2	64943	3	52524469	52534652
NT5DC3	51559	12	103777828	103841155
NT5DC4	284958	2	112721536	112742449
NT5E	4907	6	85450139	85494003
NT5M	56953	17	17303550	17346946
NTAN1	123803	16	15038030	15055970
NTF3	4908	12	5432324	5494987
NTF4	4909	19	49061364	49061996
NTHL1	4913	16	2039923	2047846
NTM	50863	11	131370806	132335145
NTMT1	28989	9	129632703	129635463
NTN1	9423	17	9022373	9239967
NTN3	4917	16	2471701	2474104
NTN4	59277	12	95659085	95790308
NTN5	126147	19	48661676	48670985
NTNG1	22854	1	107148593	107480839
NTNG2	84628	9	132166831	132242110
NTPCR	84284	1	232950710	232978230
NTRK1	4914	1	156815829	156881641
NTRK2	4915	9	84670748	85021436
NTRK3	4916	15	87876934	88256152
NTS	4922	12	85874403	85882374
NTSR1	4923	20	62709207	62760266
NTSR2	23620	2	11658478	11670128
NUAK1	9891	12	106066801	106138652
NUAK2	81788	1	205303449	205321759
NUB1	51667	7	151341776	151377224
NUBP1	4682	16	10743863	10769104
NUBP2	10101	16	1783020	1788713
NUBPL	80224	14	31561439	31859179
NUCB1	4924	19	48900796	48922423
NUCB2	4925	11	17295323	17331418
NUCKS1	64710	1	205718279	205749972
NUDC	10726	1	26921848	26946180
NUDCD1	84955	8	109243008	109334009
NUDCD2	134492	5	163453966	163460049
NUDCD3	23386	7	44386010	44490599
NUDT1	4521	7	2242991	2251000
NUDT10	170685	X	51332965	51336238
NUDT11	55190	X	51491748	51496443
NUDT12	83594	5	103550860	103560247
NUDT13	25961	10	73114365	73130902
NUDT14	256281	14	105173020	105181208
NUDT15	55270	13	48037746	48045798
NUDT16	131870	3	131381804	131383441
NUDT16L1	84309	16	4693726	4695178
NUDT17	200035	1	145845640	145848478
NUDT18	79873	8	22107299	22109299
NUDT19	390916	19	32691960	32711956
NUDT2	318	9	34339039	34343439
NUDT21	11051	16	56432711	56451201
NUDT22	84304	11	64226652	64229989
NUDT3	11165	6	34288752	34392361
NUDT4	11163	12	93378322	93399378
NUDT4B	440672	1	148748952	148749497
NUDT5	11164	10	12167701	12186290
NUDT6	11162	4	122892827	122922571
NUDT7	283927	16	77722582	77741949
NUDT8	254552	11	67627945	67629910
NUDT9	53343	4	87422905	87458020
NUF2	83540	1	163326051	163355468
NUFIP1	26747	13	44941205	44989435
NUFIP2	57532	17	29264538	29294058
NUGGC	389643	8	28023316	28074409
NUMA1	4926	11	72003526	72035942
NUMB	8650	14	73276577	73355750
NUMBL	9253	19	40667467	40690482
NUP107	57122	12	68687065	68742461
NUP133	55746	1	229441903	229508248
NUP153	9972	6	17616096	17706386
NUP155	9631	5	37291899	37370976
NUP160	23279	11	47779104	47848419
NUP188	23511	9	128947719	129006677
NUP205	23165	7	135557944	135648555
NUP210	23225	3	13317680	13420225
NUP210L	91181	1	153992834	154155043
NUP214	8021	9	131125704	131233486
NUP35	129401	2	183124457	183161130
NUP37	79023	12	102074353	102118517
NUP43	348995	6	149726968	149746494
NUP50	10762	22	45168177	45184654
NUP54	53371	4	76115365	76148373
NUP58	9818	13	25301773	25340133
NUP62	23636	19	49908238	49909806
NUP62CL	54830	X	107147784	107175145
NUP85	79902	17	75205761	75235678
NUP88	4927	17	5386205	5419649
NUP93	9688	16	56748247	56844608
NUP98	4928	11	3676158	3782116
NUPL2	11097	7	23182085	23200744
NUPR1	26471	16	28538018	28538906
NUPR2	389493	7	56116020	56116313
NUS1	116150	6	117675670	117707014
NUSAP1	51203	15	41332957	41380185
NUTF2	10204	16	67865130	67870912
NUTM1	256646	15	34343632	34357490
NUTM2A	728118	10	87225830	87234707
NUTM2B	729262	10	79703609	79712484
NUTM2F	54754	9	94318464	94328622
NUTM2G	441457	9	96929024	96939595
NVL	4931	1	224227625	224330126
NWD1	284434	19	16731197	16815038
NWD2	57495	4	37245067	37447216
NXF1	10482	11	62792475	62805355
NXF2	56001	X	102307078	102326513
NXF2B	728343	X	102360600	102380035
NXF3	56000	X	103076289	103093022
NXF5	55998	X	101832266	101842791
NXN	64359	17	800948	979677
NXNL1	115861	19	17455646	17460868
NXNL2	158046	9	88535434	88571191
NXPE1	120400	11	114521967	114530580
NXPE2	120406	11	114678575	114706929
NXPE3	91775	3	101785596	101821953
NXPE4	54827	11	114570937	114594758
NXPH1	30010	7	8435713	8751768
NXPH2	11249	2	138670921	138780240
NXPH3	11248	17	49576219	49579299
NXPH4	11247	12	57216969	57225746
NXT1	29107	20	23354041	23354463
NXT2	55916	X	109535882	109542687
NYAP1	222950	7	100485311	100493902
NYAP2	57624	2	225408880	225651564
NYNRIN	57523	14	24399246	24417445
NYX	60506	X	41447889	41474898
OAF	220323	11	120211279	120229141
OARD1	221443	6	41067334	41071633
OAS1	4938	12	112907039	112931921
OAS2	4939	12	112978608	113010483
OAS3	4940	12	112938530	112969972
OASL	8638	12	121020560	121038970
OAT	4942	10	124397941	124412170
OAZ1	4946	19	2269598	2273107
OAZ2	4947	15	64688703	64703047
OAZ3	51686	1	151763135	151771218
OBP2A	29991	9	135546180	135549943
OBP2B	29989	9	133205917	133209198
OBSCN	84033	1	228211783	228378794
OBSL1	23363	2	219550834	219571231
OC90	729330	8	132024480	132055025
OCA2	4948	15	27755387	28081873
OCEL1	79629	19	17226247	17228924
OCIAD1	54940	4	48832624	48860761
OCIAD2	132299	4	48885483	48904548
OCLM	10896	1	186401045	186401179
OCLN	100506658	5	69504244	69553670
OCM	654231	7	5880889	5886088
OCM2	4951	7	97984957	97990103
OCRL	4952	X	129540439	129590269
OCSTAMP	128506	20	46541273	46550559
ODAM	54959	4	70196543	70203184
ODAPH	152816	4	75556082	75564532
ODC1	4953	2	10440723	10445031
ODF1	4956	8	102551727	102560883
ODF2	4957	9	128455196	128500254
ODF2L	57489	1	86348749	86387026
ODF3	113746	11	197304	200032
ODF3B	440836	22	50530479	50532076
ODF3L1	161753	15	75724199	75727539
ODF3L2	284451	19	463843	474746
ODF4	146852	17	8340051	8345851
ODR4	54953	1	186379785	186419075
OFD1	8481	X	13735071	13769107
OGA	10724	10	101786450	101818021
OGDH	4967	7	44624343	44707998
OGDHL	55753	10	49735227	49758591
OGFOD1	55239	16	56451612	56476204
OGFOD2	79676	12	122975251	122979345
OGFOD3	79701	17	82392397	82418484
OGFR	11054	20	62804859	62813648
OGFRL1	79627	6	71288936	71302048
OGG1	4968	3	9750286	9766134
OGN	4969	9	92385619	92403406
OGT	8473	X	71533299	71573793
OIP5	11339	15	41309753	41332560
OIT3	170392	10	72893798	72932523
OLA1	29789	2	174075425	174246814
OLAH	55301	10	15047288	15073228
OLFM1	10439	9	135075706	135120177
OLFM2	93145	19	9854185	9936365
OLFM3	118427	1	101804237	101996815
OLFM4	10562	13	53028836	53050770
OLFML1	283298	11	7485875	7510187
OLFML2A	169611	9	124777270	124810411
OLFML2B	25903	1	161983674	162023429
OLFML3	56944	1	113979516	113981768
OLIG1	116448	21	33070246	33071061
OLIG2	10215	21	33026862	33027833
OLIG3	167826	6	137493351	137494169
OLR1	4973	12	10159879	10172076
OMA1	115209	1	58480964	58539293
OMD	4958	9	92415151	92417557
OMG	4974	17	31295008	31296330
OMP	4975	11	77102839	77103330
ONECUT1	3175	15	52757554	52789883
ONECUT2	9480	18	57435716	57476722
ONECUT3	390874	19	1753662	1775444
OOEP	441161	6	73368783	73369791
OOSP2	219990	11	60040459	60047072
OPA1	4976	3	193593377	193692126
OPA3	80207	19	45529055	45584763
OPALIN	93377	10	96345940	96358895
OPCML	4978	11	132420192	133532323
OPHN1	4983	X	68048423	68433019
OPLAH	26873	8	144051325	144060031
OPN1LW	5956	X	154144283	154158925
OPN1MW	2652	X	154182677	154196039
OPN1MW2	728458	X	154219815	154233179
OPN1MW3	101060233	X	154257619	154270983
OPN1SW	611	7	128772539	128775789
OPN3	23596	1	241594427	241640253
OPN4	94233	10	86654783	86665750
OPN5	221391	6	47782066	47823990
OPRD1	4985	1	28812383	28863282
OPRK1	4986	8	53229296	53251036
OPRL1	4987	20	64092720	64098798
OPRM1	4988	6	154010512	154246784
OPRPN	58503	4	70399285	70410074
OPTC	26254	1	203496005	203503719
OPTN	10133	10	13109122	13136865
OR10A2	341276	11	6869754	6870665
OR10A3	26496	11	7938575	7939519
OR10A4	283297	11	6876647	6877594
OR10A5	144124	11	6845682	6846635
OR10A7	121364	12	55221024	55221974
OR10AD1	121275	12	48202338	48203291
OR10AG1	282770	11	55967557	55968462
OR10C1	442194	6	29440015	29440953
OR10D3	26497	11	124185269	124186207
OR10G2	26534	14	21633909	21634841
OR10G3	26533	14	21569802	21570743
OR10G4	390264	11	124015574	124016509
OR10G6	79490	11	123994162	123995160
OR10G7	390265	11	124038065	124039000
OR10G8	219869	11	124029622	124030557
OR10G9	219870	11	124023012	124023947
OR10H1	26539	19	15807080	15808036
OR10H2	26538	19	15728043	15728990
OR10H3	26532	19	15741392	15742342
OR10H4	126541	19	15949007	15949957
OR10H5	284433	19	15794048	15794995
OR10J1	26476	1	159439758	159440720
OR10J3	441911	1	159313669	159314658
OR10J5	127385	1	159535077	159536006
OR10K1	391109	1	158465561	158466502
OR10K2	391107	1	158419927	158420865
OR10P1	121130	12	55636891	55637832
OR10Q1	219960	11	58227915	58228874
OR10R2	343406	1	158479877	158480884
OR10S1	219873	11	123976695	123977690
OR10T2	128360	1	158398521	158399465
OR10V1	390201	11	59712915	59713844
OR10W1	81341	11	58266940	58267857
OR10Z1	128368	1	158606438	158607379
OR11A1	26531	6	29426693	29427640
OR11G2	390439	14	20197335	20198372
OR11H1	81061	22	15528158	15529138
OR11H12	440153	14	18601116	18602096
OR11H2	79334	14	19712935	19713915
OR11H4	390442	14	20242791	20243765
OR11H6	122748	14	20223709	20224701
OR11H7	390441	14	20229401	20230345
OR11L1	391189	1	247840927	247841895
OR12D3	81797	6	29374336	29375286
OR13A1	79290	10	45303435	45304421
OR13C2	392376	9	104604670	104605626
OR13C3	138803	9	104535769	104536812
OR13C4	138804	9	104526252	104527208
OR13C5	138799	9	104598456	104599412
OR13C8	138802	9	104569167	104570129
OR13C9	286362	9	104617247	104618203
OR13D1	286365	9	104694421	104695461
OR13F1	138805	9	104504262	104505221
OR13G1	441933	1	247672117	247673040
OR13H1	347468	X	131544073	131544999
OR13J1	392309	9	35869462	35870400
OR14A16	284532	1	247814799	247815728
OR14A2	388761	1	247723098	247724042
OR14C36	127066	1	248348774	248349712
OR14I1	401994	1	248681368	248682303
OR14J1	442191	6	29306689	29307654
OR14K1	343170	1	247738614	247739558
OR1A1	8383	17	3215620	3216549
OR1A2	26189	17	3197518	3198447
OR1C1	26188	1	247757461	247758405
OR1D2	4991	17	3092057	3092995
OR1D5	8386	17	3062668	3063606
OR1E1	8387	17	3397465	3398409
OR1E2	8388	17	3432869	3433840
OR1F1	4992	16	3204246	3205184
OR1G1	8390	17	3126609	3127550
OR1I1	126370	19	15087065	15088132
OR1J1	347168	9	122476957	122477925
OR1J2	26740	9	122510801	122511742
OR1J4	26219	9	122519140	122520081
OR1K1	392392	9	122800122	122801072
OR1L1	26737	9	122661715	122662647
OR1L3	26735	9	122675129	122676103
OR1L4	254973	9	122723989	122724924
OR1L6	392390	9	122749847	122750782
OR1L8	138881	9	122567547	122568476
OR1M1	125963	19	9093244	9094185
OR1N1	138883	9	122526357	122527292
OR1N2	138882	9	122553169	122554161
OR1Q1	158131	9	122614737	122615681
OR1S2	219958	11	58203203	58204180
OR2A1	346528	7	144318124	144319056
OR2A12	346525	7	144095107	144096039
OR2A14	135941	7	144129112	144130044
OR2A2	442361	7	144109582	144110538
OR2A25	392138	7	144074219	144075151
OR2A4	79541	6	131700468	131701400
OR2A42	402317	7	144231910	144232842
OR2A5	393046	7	144050401	144051336
OR2A7	401427	7	144258695	144259627
OR2AE1	81392	7	99876061	99877032
OR2AG1	144125	11	6785037	6785987
OR2AG2	338755	11	6768006	6768956
OR2AK2	391191	1	247965331	247966338
OR2AP1	121129	12	55574414	55575343
OR2AT4	341152	11	75088750	75089712
OR2B11	127623	1	247451028	247451981
OR2B2	81697	6	27911245	27912318
OR2B3	442184	6	29086306	29087247
OR2B6	26212	6	27957240	27958181
OR2C1	4993	16	3355940	3356878
OR2C3	81472	1	247531548	247532510
OR2D2	120776	11	6891573	6892499
OR2D3	120775	11	6921001	6921993
OR2F2	135948	7	143935232	143936185
OR2G2	81470	1	247588359	247589312
OR2G3	81469	1	247605585	247606514
OR2G6	391211	1	248521646	248522596
OR2H1	26716	6	29461769	29462719
OR2H2	7932	6	29587944	29588882
OR2J1	442185	6	29100942	29101880
OR2J2	26707	6	29173635	29174573
OR2J3	442186	6	29111890	29112825
OR2K2	26248	9	111327482	111328432
OR2L13	284521	1	248099375	248100313
OR2L2	26246	1	248038267	248039205
OR2L3	391192	1	248060681	248061619
OR2L5	81466	1	248021947	248022885
OR2M2	391194	1	248179985	248181028
OR2M3	127062	1	248203067	248204005
OR2M4	26245	1	248238928	248239863
OR2M5	127059	1	248145147	248146085
OR2M7	391196	1	248323629	248324567
OR2S2	56656	9	35957138	35958097
OR2T1	26696	1	248405994	248407103
OR2T10	127069	1	248592829	248593767
